id,sku,name,slug,brand,category,subcategory,currency,price,compare_at_price,discount_percent,rating,review_count,tags,details,options,images,is_new_arrival,is_featured,created_at,updated_at
d22ef52f-89ee-4fb6-8de9-c0b108286f2f,NV-10001,Core Contrast Performance Graphic Tee,core-contrast-performance-graphic-tee-10001,NUVRA,Apparel,T-shirts,PLN,120.0,165.0,27,4.7,35,"[""tshirts"", ""gym"", ""new"", ""training"", ""performance""]","{""material"": ""100% cotton"", ""fit"": ""Regular fit"", ""style"": ""Gym"", ""delivery"": ""Standard delivery: 3–5 business days"", ""highlights"": [""Moisture-wicking feel"", ""Soft, breathable fabric"", ""High-quality construction"", ""Freedom of movement""]}","{""colors"": [{""name"": ""Red"", ""hex"": ""#D72638""}, {""name"": ""Sand"", ""hex"": ""#D6C7A1""}, {""name"": ""Black"", ""hex"": ""#111111""}], ""sizes"": [""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]}","{""hero"": ""/images/products/core-contrast-performance-graphic-tee-10001/1.jpg"", ""gallery"": [""/images/products/core-contrast-performance-graphic-tee-10001/1.jpg"", ""/images/products/core-contrast-performance-graphic-tee-10001/2.jpg"", ""/images/products/core-contrast-performance-graphic-tee-10001/3.jpg"", ""/images/products/core-contrast-performance-graphic-tee-10001/4.jpg""]}",False,False,2026-01-05T12:57:39.537905+00:00,2026-01-05T12:57:39.537905+00:00
4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002,Prime Structured Performance Heavy Tee,prime-structured-performance-heavy-tee-10002,NUVRA,Apparel,T-shirts,PLN,122.0,,0,4.6,16,"[""tshirts"", ""gym"", ""new"", ""training"", ""performance""]","{""material"": ""organic cotton"", ""fit"": ""Oversized fit"", ""style"": ""Gym"", ""delivery"": ""Standard delivery: 3–5 business days"", ""highlights"": [""Freedom of movement"", ""High-quality construction"", ""Moisture-wicking feel"", ""Soft, breathable fabric"", ""Comfortable fit""]}","{""colors"": [{""name"": ""Cobalt"", ""hex"": ""#1E4ED8""}, {""name"": ""White"", ""hex"": ""#F5F5F5""}, {""name"": ""Sand"", ""hex"": ""#D6C7A1""}, {""name"": ""Burgundy"", ""hex"": ""#5A1A1A""}, {""name"": ""Navy"", ""hex"": ""#1B2A41""}, {""name"": ""Red"", ""hex"": ""#D72638""}], ""sizes"": [""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]}","{""hero"": ""/images/products/prime-structured-performance-heavy-tee-10002/1.jpg"", ""gallery"": [""/images/products/prime-structured-performance-heavy-tee-10002/1.jpg"", ""/images/products/prime-structured-performance-heavy-tee-10002/2.jpg"", ""/images/products/prime-structured-performance-heavy-tee-10002/3.jpg"", ""/images/products/prime-structured-performance-heavy-tee-10002/4.jpg""]}",False,False,2026-01-05T12:57:39.537905+00:00,2026-01-05T12:57:39.537905+00:00
172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003,Cloud Structured Performance Graphic Tee,cloud-structured-performance-graphic-tee-10003,NUVRA,Apparel,T-shirts,PLN,123.0,175.0,30,4.6,40,"[""tshirts"", ""gym"", ""new"", ""training"", ""performance""]","{""material"": ""cotton blend"", ""fit"": ""Relaxed fit"", ""style"": ""Gym"", ""delivery"": ""Standard delivery: 3–5 business days"", ""highlights"": [""Soft, breathable fabric"", ""Moisture-wicking feel"", ""High-quality construction"", ""Freedom of movement"", ""Comfortable fit""]}","{""colors"": [{""name"": ""Heather Gray"", ""hex"": ""#9AA0A6""}, {""name"": ""Burgundy"", ""hex"": ""#5A1A1A""}, {""name"": ""Cream"", ""hex"": ""#EFE7DA""}, {""name"": ""Sand"", ""hex"": ""#D6C7A1""}, {""name"": ""Red"", ""hex"": ""#D72638""}], ""sizes"": [""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]}","{""hero"": ""/images/products/cloud-structured-performance-graphic-tee-10003/1.jpg"", ""gallery"": [""/images/products/cloud-structured-performance-graphic-tee-10003/1.jpg"", ""/images/products/cloud-structured-performance-graphic-tee-10003/2.jpg"", ""/images/products/cloud-structured-performance-graphic-tee-10003/3.jpg"", ""/images/products/cloud-structured-performance-graphic-tee-10003/4.jpg""]}",False,False,2026-01-05T12:57:39.537905+00:00,2026-01-05T12:57:39.537905+00:00
972c29c2-4b94-446a-8140-6e306bc92453,NV-10004,Cloud Tonal Everyday Graphic Tee,cloud-tonal-everyday-graphic-tee-10004,NUVRA,Apparel,T-shirts,PLN,103.0,123.0,16,4.5,43,"[""tshirts"", ""casual"", ""new""]","{""material"": ""cotton blend"", ""fit"": ""Oversized fit"", ""style"": ""Casual"", ""delivery"": ""Standard delivery: 3–5 business days"", ""highlights"": [""High-quality construction"", ""Comfortable fit"", ""Soft, breathable fabric""]}","{""colors"": [{""name"": ""Teal"", ""hex"": ""#0F766E""}, {""name"": ""Navy"", ""hex"": ""#1B2A41""}, {""name"": ""Cobalt"", ""hex"": ""#1E4ED8""}], ""sizes"": [""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]}","{""hero"": ""/images/products/cloud-tonal-everyday-graphic-tee-10004/1.jpg"", ""gallery"": [""/images/products/cloud-tonal-everyday-graphic-tee-10004/1.jpg"", ""/images/products/cloud-tonal-everyday-graphic-tee-10004/2.jpg"", ""/images/products/cloud-tonal-everyday-graphic-tee-10004/3.jpg"", ""/images/products/cloud-tonal-everyday-graphic-tee-10004/4.jpg""]}",False,False,2026-01-05T12:57:39.537905+00:00,2026-01-05T12:57:39.537905+00:00
7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005,Iron Clean Performance T-Shirt,iron-clean-performance-t-shirt-10005,NUVRA,Apparel,T-shirts,PLN,157.0,,0,4.7,44,"[""tshirts"", ""gym"", ""new"", ""training"", ""performance""]","{""material"": ""organic cotton"", ""fit"": ""Oversized fit"", ""style"": ""Gym"", ""delivery"": ""Standard delivery: 3–5 business days"", ""highlights"": [""Comfortable fit"", ""High-quality construction"", ""Soft, breathable fabric"", ""Moisture-wicking feel"", ""Freedom of movement""]}","{""colors"": [{""name"": ""Burgundy"", ""hex"": ""#5A1A1A""}, {""name"": ""Cream"", ""hex"": ""#EFE7DA""}, {""name"": ""Cobalt"", ""hex"": ""#1E4ED8""}, {""name"": ""Charcoal"", ""hex"": ""#2E2E2E""}], ""sizes"": [""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]}","{""hero"": ""/images/products/iron-clean-performance-t-shirt-10005/1.jpg"", ""gallery"": [""/images/products/iron-clean-performance-t-shirt-10005/1.jpg"", ""/images/products/iron-clean-performance-t-shirt-10005/2.jpg"", ""/images/products/iron-clean-performance-t-shirt-10005/3.jpg"", ""/images/products/iron-clean-performance-t-shirt-10005/4.jpg""]}",False,False,2026-01-05T12:57:39.537905+00:00,2026-01-05T12:57:39.537905+00:00
7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006,Mono Tonal Performance Graphic Tee,mono-tonal-performance-graphic-tee-10006,NUVRA,Apparel,T-shirts,PLN,116.0,,0,4.6,42,"[""tshirts"", ""gym"", ""new"", ""training"", ""performance""]","{""material"": ""heavyweight cotton"", ""fit"": ""Relaxed fit"", ""style"": ""Gym"", ""delivery"": ""Standard delivery: 3–5 business days"", ""highlights"": [""High-quality construction"", ""Soft, breathable fabric"", ""Comfortable fit"", ""Freedom of movement""]}","{""colors"": [{""name"": ""Heather Gray"", ""hex"": ""#9AA0A6""}, {""name"": ""Cream"", ""hex"": ""#EFE7DA""}, {""name"": ""Sand"", ""hex"": ""#D6C7A1""}, {""name"": ""Teal"", ""hex"": ""#0F766E""}, {""name"": ""White"", ""hex"": ""#F5F5F5""}, {""name"": ""Black"", ""hex"": ""#111111""}], ""sizes"": [""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]}","{""hero"": ""/images/products/mono-tonal-performance-graphic-tee-10006/1.jpg"", ""gallery"": [""/images/products/mono-tonal-performance-graphic-tee-10006/1.jpg"", ""/images/products/mono-tonal-performance-graphic-tee-10006/2.jpg"", ""/images/products/mono-tonal-performance-graphic-tee-10006/3.jpg"", ""/images/products/mono-tonal-performance-graphic-tee-10006/4.jpg""]}",False,True,2026-01-05T12:57:39.537905+00:00,2026-01-05T12:57:39.537905+00:00
e0746308-fdcb-4ecb-888a-f96bcd8d6463,NV-10007,Aero Essential Performance Graphic Tee,aero-essential-performance-graphic-tee-10007,NUVRA,Apparel,T-shirts,PLN,122.0,,0,4.5,38,"[""tshirts"", ""gym"", ""new"", ""training"", ""performance""]","{""material"": ""organic cotton"", ""fit"": ""Regular fit"", ""style"": ""Gym"", ""delivery"": ""Standard delivery: 3–5 business days"", ""highlights"": [""Moisture-wicking feel"", ""Comfortable fit"", ""High-quality construction"", ""Freedom of movement""]}","{""colors"": [{""name"": ""Navy"", ""hex"": ""#1B2A41""}, {""name"": ""Sand"", ""hex"": ""#D6C7A1""}, {""name"": ""Cobalt"", ""hex"": ""#1E4ED8""}, {""name"": ""Cream"", ""hex"": ""#EFE7DA""}, {""name"": ""Charcoal"", ""hex"": ""#2E2E2E""}, {""name"": ""White"", ""hex"": ""#F5F5F5""}], ""sizes"": [""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]}","{""hero"": ""/images/products/aero-essential-performance-graphic-tee-10007/1.jpg"", ""gallery"": [""/images/products/aero-essential-performance-graphic-tee-10007/1.jpg"", ""/images/products/aero-essential-performance-graphic-tee-10007/2.jpg"", ""/images/products/aero-essential-performance-graphic-tee-10007/3.jpg"", ""/images/products/aero-essential-performance-graphic-tee-10007/4.jpg""]}",False,False,2026-01-05T12:57:39.537905+00:00,2026-01-05T12:57:39.537905+00:00
d58c9eb7-3997-4957-afe7-bbc33484292a,NV-10008,Stone Tonal Performance Graphic Tee,stone-tonal-performance-graphic-tee-10008,NUVRA,Apparel,T-shirts,PLN,147.0,202.0,27,4.6,27,"[""tshirts"", ""gym"", ""new"", ""training"", ""performance""]","{""material"": ""100% cotton"", ""fit"": ""Regular fit"", ""style"": ""Gym"", ""delivery"": ""Standard delivery: 3–5 business days"", ""highlights"": [""Soft, breathable fabric"", ""Moisture-wicking feel"", ""High-quality construction"", ""Comfortable fit""]}","{""colors"": [{""name"": ""Black"", ""hex"": ""#111111""}, {""name"": ""Cream"", ""hex"": ""#EFE7DA""}, {""name"": ""Red"", ""hex"": ""#D72638""}], ""sizes"": [""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]}","{""hero"": ""/images/products/stone-tonal-performance-graphic-tee-10008/1.jpg"", ""gallery"": [""/images/products/stone-tonal-performance-graphic-tee-10008/1.jpg"", ""/images/products/stone-tonal-performance-graphic-tee-10008/2.jpg"", ""/images/products/stone-tonal-performance-graphic-tee-10008/3.jpg"", ""/images/products/stone-tonal-performance-graphic-tee-10008/4.jpg""]}",False,False,2026-01-05T12:57:39.537905+00:00,2026-01-05T12:57:39.537905+00:00
65dc84a1-8add-44cc-b9de-d68d920c66ec,NV-10009,Mono Performance Performance T-Shirt,mono-performance-performance-t-shirt-10009,NUVRA,Apparel,T-shirts,PLN,159.0,196.0,19,4.7,44,"[""tshirts"", ""gym"", ""new"", ""training"", ""performance""]","{""material"": ""heavyweight cotton"", ""fit"": ""Relaxed fit"", ""style"": ""Gym"", ""delivery"": ""Standard delivery: 3–5 business days"", ""highlights"": [""Moisture-wicking feel"", ""Comfortable fit"", ""High-quality construction"", ""Freedom of movement"", ""Soft, breathable fabric""]}","{""colors"": [{""name"": ""Teal"", ""hex"": ""#0F766E""}, {""name"": ""Olive"", ""hex"": ""#4B5320""}, {""name"": ""Heather Gray"", ""hex"": ""#9AA0A6""}, {""name"": ""Navy"", ""hex"": ""#1B2A41""}], ""sizes"": [""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]}","{""hero"": ""/images/products/mono-performance-performance-t-shirt-10009/1.jpg"", ""gallery"": [""/images/products/mono-performance-performance-t-shirt-10009/1.jpg"", ""/images/products/mono-performance-performance-t-shirt-10009/2.jpg"", ""/images/products/mono-performance-performance-t-shirt-10009/3.jpg"", ""/images/products/mono-performance-performance-t-shirt-10009/4.jpg""]}",False,False,2026-01-05T12:57:39.537905+00:00,2026-01-05T12:57:39.537905+00:00
500eb4d0-9058-4a54-a598-2368c5ea901f,NV-10010,Mono Structured Performance T-Shirt,mono-structured-performance-t-shirt-10010,NUVRA,Apparel,T-shirts,PLN,134.0,164.0,18,4.8,39,"[""tshirts"", ""gym"", ""new"", ""training"", ""performance""]","{""material"": ""cotton blend"", ""fit"": ""Regular fit"", ""style"": ""Gym"", ""delivery"": ""Standard delivery: 3–5 business days"", ""highlights"": [""High-quality construction"", ""Soft, breathable fabric"", ""Moisture-wicking feel"", ""Freedom of movement""]}","{""colors"": [{""name"": ""Olive"", ""hex"": ""#4B5320""}, {""name"": ""Cobalt"", ""hex"": ""#1E4ED8""}, {""name"": ""Sand"", ""hex"": ""#D6C7A1""}], ""sizes"": [""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]}","{""hero"": ""/images/products/mono-structured-performance-t-shirt-10010/1.jpg"", ""gallery"": [""/images/products/mono-structured-performance-t-shirt-10010/1.jpg"", ""/images/products/mono-structured-performance-t-shirt-10010/2.jpg"", ""/images/products/mono-structured-performance-t-shirt-10010/3.jpg"", ""/images/products/mono-structured-performance-t-shirt-10010/4.jpg""]}",False,False,2026-01-05T12:57:39.537905+00:00,2026-01-05T12:57:39.537905+00:00
